Epoch	SMILES	Frags	Valid	Accurate	Desired	DiverseHitsScorer
1	CN1Cc2ccc3[nH]c(nc3c2)-c2cccc(c2)-c2cc(Cc3ccn(C)n3)nc(c2)N2CCC(CC2)S1(=O)=O	Cc1ccccn1.Cn1cccn1	1.0	1.0	0	0.0
1	Cc1ccc(N2CCC3(CC2)OCCO3)c(-c2ccc(Cl)o2)c1	C1CC2(CCN1)OCCO2.Cc1ccccc1.Clc1ccco1	1.0	1.0	0	0.04
1	COc1ccc(NS(=O)(=O)c2[nH]nc3ccc(F)cc23)cc1	c1ccc2n[nH]cc2c1	1.0	1.0	0	0.07
1	Cn1cc(-c2ccncc2)nc1-c1ccc(N2CCOc3cc(Cl)ccc3C2=O)cc1	CNC.c1ccncc1	1.0	1.0	0	0.03
1	N#CC1=CNC(=O)N(CN2CCOCC2)C(c2ccnc(Nc3ccccc3F)c2)=C1c1ccccc1	C1COCCN1.c1ccncc1	1.0	1.0	0	0.0
1	Cc1cc(OCc2ccc(Cl)cc2)ccc1-n1c(S)nnc1CN1CCOCC1	C1COCCN1.Clc1ccccc1	1.0	1.0	0	0.01
1	Cc1ccc(OCC2CC2)cc1-c1cnn(C)c1	C1CC1.Cc1ccccc1	1.0	1.0	0	0.12
1	CCOc1ccc(NC(=O)CCSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1OCC	Fc1ccccc1.c1c[nH]cn1	1.0	1.0	1	0.21
1	COc1ccc(NC(=O)CSc2nnnn2-c2ccc(Cl)cc2)c2ccccc12	CC=O.c1ccc2ccccc2c1	1.0	1.0	0	0.04
1	c1ccc2cc(-c3cc(-c4cn[nH]c4)c[nH]3)ccc2c1	c1cc[nH]c1.c1cn[nH]c1	1.0	1.0	0	0.14
1	CN1CCc2c([nH]c3ccc(C(=O)N4CCC(C)(C)c5ccccc54)c(Cl)c23)C1	c1ccc2[nH]ccc2c1	1.0	1.0	0	0.03
1	NC(=O)c1cscc1-c1c[nH]cn1	NC=O.c1c[nH]cn1	1.0	1.0	0	0.05
1	CCOC(=O)c1sc(-c2sccc2CC(=O)Nc2cccc3cnccc23)cc1Br	Brc1ccsc1.CC=O.c1ccc2cnccc2c1	1.0	1.0	1	0.33
1	CCc1ncc2cc(OC)c(OCCC(=O)N3CCN(c4ccccc4)CC3)cc2n1	C1CNCCN1.c1ccc2ncncc2c1	1.0	1.0	0	0.08
1	CC(=NCc1ccccc1)C(C#N)C(=O)NC(=O)CCO	CN=C(C)C(C#N)C(N)=O.CO.c1ccccc1	1.0	1.0	0	0.0
1	Cn1cncc1-c1nccc(-c2ccccn2)n1	CN.c1cncnc1	1.0	1.0	0	0.06
1	CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]c2ccc(C#N)cc12)NC(=O)N1CCCC1	c1ccc2[nH]ccc2c1	1.0	1.0	0	0.02
1	OC(CNCc1ccncc1)COC(Cc1ccc(F)c(Cc2ccccc2)c1)N1CCOCC1	C1COCCN1.c1ccncc1	1.0	1.0	0	0.01
1	CCCc1cc2ncc1n1nc(N3CCOCC3)c(=C(C)N=c3cccc[nH]3)c1c(C)oc2=O	C1COCCN1.c1ccncc1	1.0	1.0	0	0.0
1	CC(=O)Nc1nc(-c2ccccc2)nn1-c1cc(Cl)cs1	Clc1ccsc1.c1nc[nH]n1	1.0	1.0	0	0.04
1	COC(=O)CNC(=O)c1n[nH]c(SC(C)C(=O)NCCc2ccccc2)n1	CC=O.c1nc[nH]n1	1.0	1.0	0	0.02
1	O=C(Nc1cccc(Cl)c1)c1ccc(N2CCOCC2)cc1	CCO.Clc1ccccc1	1.0	1.0	0	0.01
1	COC(=O)c1cnc(Nc2ccc(Cl)c(Cl)c2)nc1C1CCCC(O)C1	C1CCCCC1.Clc1ccccc1Cl.c1cncnc1	1.0	1.0	0	0.16
1	CC(=O)NCc1cccc(-c2nc(-c3ccncc3)n[nH]2)c1	CC=O.c1nc[nH]n1	1.0	1.0	0	0.01
1	CCN(CC)S(=O)(=O)c1ccc(Sc2ccc(Oc3ccc4c(C(N)=O)cccc4c3)cc2OC)c([N+](=O)[O-])c1	CO.NC=O	1.0	1.0	0	0.12
1	Cc1c(C(=O)NCCO)csc1C(=O)Nc1cccc2cnccc12	Cc1ccsc1.c1ccc2cnccc2c1	1.0	1.0	0	0.11
1	CCC(C)c1n[nH]c(-n2nnnc2SCC(=O)NCc2cccc(OC)c2)n1	CC=O.c1nc[nH]n1	1.0	1.0	0	0.01
1	COc1nc(Nc2ccc(Cl)cc2Cl)c2cc(OC3CCCCC3)c(N3CCNCC3)cc2n1	C1CNCCN1.CO.c1ccc2ncncc2c1	1.0	1.0	0	0.15
1	CC(C)(O)c1cc(-c2c(-c3cccc(Cl)c3)n[nH]c2NC(=O)c2cccc(F)c2)c[nH]1	Clc1ccccc1.Fc1ccccc1.c1cc[nH]c1.c1cn[nH]c1	1.0	1.0	0	0.0
1	O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccoc2Br)CC1	Brc1ccco1.C1CNCCN1.Clc1ccccc1	1.0	1.0	0	0.01
1	O=Cc1ccc(-n2nc(C(F)(F)F)cc2C2=CC(O)=C2)cc1N1CCN(N2CCC(C=O)CC2)CC1	C1CCNCC1.C1CNCCN1.C=O	1.0	1.0	0	0.0
1	CC1CCN(c2c[nH]c3ccc(-c4ncc(Cl)c(-c5ccc(N)cc5)n4)cc23)CC1	CC1CCNCC1.Clc1cncnc1.c1ccc2[nH]ccc2c1	1.0	1.0	1	0.23
1	CC(=O)c1cccc(NC(=O)c2ccc(C3CCN(C(C)=O)CC3)cc2)c1	C1CCNCC1.CC=O	1.0	1.0	0	0.0
1	CC(C)CN1NC(=O)C(=Cc2c[nH]c3cccc(Cl)c23)C1=O	O=C1CC(=O)NN1	1.0	1.0	0	0.04
1	COCCCOc1cccnc1-c1ncn(-c2ccc(Cl)cc2)n1	CCC.c1ccncc1	1.0	1.0	0	0.09
1	COc1nc(CC(=O)O)ccc1C1(C)CCN(Cc2ccccc2)CC1	C1CCNCC1.CC=O.c1ccccc1.c1ccncc1	1.0	1.0	0	0.0
1	COc1ccc(-c2nc(C)sc2-c2ccc(OC)c(S(=O)(=O)Nc3cscn3)c2)cc1OC	Cc1nccs1	1.0	1.0	0	0.11
1	Cc1nc2n(n1)Cc1ccccc1N2c1ccccc1	Cc1nc[nH]n1	1.0	1.0	0	0.0
1	CCOC1=NC(c2ccc(Cl)cc2)N(c2cc(Cl)cc(C(=O)c3cc[nH]c3)c2)C1=O	Clc1ccccc1.c1cc[nH]c1	1.0	1.0	0	0.02
1	Cc1cc(C)c(NC(=O)N(CCc2ccccc2)Cc2ccc(N3CCOCC3)cn2)c(C)c1	C1COCCN1.c1ccncc1	1.0	1.0	0	0.08
1	CC(C)C(N)C1=C2C(=C(C(=O)O)C23CCN(Cc2cccc(C#N)c2)C3)CC=C=C1	N#Cc1ccccc1	1.0	1.0	0	0.0
1	O=C(Nc1ccon1)c1cccc(-c2[nH]nc3ccc(CC(=O)N4CCNCC4)cc23)c1	C1CNCCN1.c1ccc2n[nH]cc2c1	1.0	1.0	0	0.08
1	CCN(c1cnc(Nc2ncncc2Cl)c(C(N)=O)c1)c1ccn(-c2ccc(C)c(O)c2)n1	Cc1ccccc1.Clc1cncnc1.NC=O	1.0	1.0	1	0.27
1	O=C(O)Cc1ccc(NC(=O)c2ccc(NC(=O)C3CCC3)c(C3=Cc4cc(Cl)ccc4C3)c2)cc1	C1CCC1	1.0	1.0	0	0.0
1	Fc1cccc(-c2nc(CN3CCOCC3)c(N3CCNCC3)nc2-c2ccccc2Cl)c1	C1COCCN1.Clc1ccccc1	1.0	1.0	0	0.03
1	Cc1ccc(-c2cc3n[nH]c(-c4ccc5oc(S)nc5c4)c3cc2F)c(N)n1	c1ccc2n[nH]cc2c1	1.0	1.0	0	0.17
1	C#CCN(C)C(=O)c1cccc(NC(=O)CN(C(=O)Cc2c(C)nc3sc(-c4ccc(OC)cc4)nn23)c2ccc(N3CCCC3)cc2)c1	C1CCNC1.CC=O	1.0	1.0	0	0.05
1	CCOC(=O)C#CCSc1nnc(COc2ccccc2)o1	CC#CC=O	1.0	1.0	0	0.01
1	Cc1cnc2c(c1)C(n1nc3c(c1-c1ccc(C(F)(F)F)cc1)C=S(O)(O)=C3)CC(C)O2	FC(F)F.c1ccccc1	1.0	1.0	0	0.0
1	O=C(O)c1cccc(S(=O)(=O)Nc2ccc(-c3n[nH]c(C4CCN(C5CCN(C(=O)c6cc(Cl)cs6)C5)C4)n3)cc2)c1	Clc1ccsc1.c1nc[nH]n1	1.0	1.0	0	0.04
1	COc1cc2ccc(C(Oc3ccc(C=C4C(=O)Nc5ccc(F)cc54)cc3)C(C)O)cc2cc1C(=O)N1CCOCC1CO	C1COCCN1.CC(C)O.O=C1Cc2cc(F)ccc2N1	1.0	1.0	0	0.15
1	O=C(O)C(=Cc1cccs1)C(=O)c1ccc(Cl)cc1	Clc1ccccc1.O=CO	1.0	1.0	0	0.0
1	COc1ccc(CN(C)C(=O)c2cc(C)n(-n3cnc4ccccc43)n2)c(Cl)c1	CNC.Clc1ccccc1	1.0	1.0	0	0.0
1	N#CC1(c2ccc(Cl)cc2)CCN(Cc2ccccc2)C(c2ccncc2)C1	C=CC.Clc1ccccc1	1.0	0.0	0	0.0
1	NC1CC(CN2CCC(c3ccncc3)CC2)C1c1ccc(Cl)c(Cl)c1	C1CCNCC1.Clc1ccccc1Cl	1.0	1.0	0	0.03
1	CCCCCOCC1=CC(C(=O)NO)=CC(c2ccc(Cl)cc2C)=NO1	Cc1cccc(Cl)c1	1.0	1.0	0	0.0
1	N#Cc1cccc(S(=O)(=O)NCC2(c3nccc(-c4ccc(Cl)c(Cl)c4)n3)CCCCC2)c1	C1CCCCC1.Clc1ccccc1Cl.c1cncnc1	1.0	1.0	0	0.05
1	Cc1ccccc1NC(=O)c1cc2nc(c1)-n1nccc1N2C1CCCC(N)C1	Cc1ccccc1.NC1CCCCC1.NC=O	1.0	1.0	0	0.02
1	CC1=CC(Nc2ccc(Cl)c(C(F)F)c2C)=CN2N=CC(=Cc3c(C)nc(N)nc3N)N=C2C1	Cc1cccc(Cl)c1	1.0	1.0	0	0.0
1	CNC1CCC(c2cccc3cc(N4CCN(CCCCNc5ccc(-c6cccnc6)cn5)CC4)ccc23)CC1	C1CCCCC1.c1ccc2ccccc2c1.c1ccncc1	1.0	1.0	1	0.2
1	O=C(c1ccccc1Br)N1CCC(c2[nH]ncc2-c2cccc(Cl)c2)CC1	Clc1ccccc1.c1cn[nH]c1	1.0	1.0	1	0.3
1	CCCC1=CC(c2ccc(C=C3SC(=S)N(CCCCCC(=O)O)C3=O)o2)=CC=CC=C1	CCCCCC(=O)O.O=C1CSC(=S)N1.c1ccoc1	1.0	1.0	0	0.0
1	CCCn1cc(C(=O)Nc2ccnc(N(CC)C(F)(F)F)c2)nn1	CCC.FC(F)F.c1ccncc1	1.0	1.0	0	0.01
1	CCOc1ccc(-c2cc(Cl)cc(NC(=O)Nc3nncs3)c2)cc1	CCO.Clc1ccccc1	1.0	1.0	0	0.1
1	O=S(=O)(Nc1cc(F)c(-c2ccc3nc(-c4ccncc4)[nH]c3c2)cc1Br)c1cc(F)cc(F)c1	Fc1ccc(Br)cc1.c1ccncc1	1.0	1.0	0	0.11
1	O=C(CCS(=O)(=O)c1ccc2nc(N3CCOCC3)ccc2c1)NC(c1ccccc1)c1ccncc1	C1COCCN1.c1ccncc1	1.0	1.0	0	0.02
1	CNc1ncc(-c2cccc(-c3cccnc3)c2)c2nc(N3CCOCC3)nn12	C1COCCN1.c1ccncc1	1.0	1.0	0	0.14
1	Cc1cc(-c2ccnn2Cc2ccccc2)cnc1N1CCOCC1	C1COCCN1.Cc1cccnc1.c1ccccc1	1.0	1.0	0	0.07
1	COc1cccc(Cl)c1-c1ccc(C(=O)NCc2c[nH]cc2C2CC2)cc1	Clc1ccccc1.c1cc[nH]c1	1.0	1.0	0	0.02
1	Cc1nsc2c1c1ccc(Br)cc1n2-c1ccc(NCN2CCOCC2)nc1	C1COCCN1.c1ccncc1	1.0	1.0	0	0.09
1	Cc1ccc(C(=O)N2CCN(C(=S)Nc3ccc(C(=O)c4c[nH]c5ccccc45)cc3)CC2)cc1	C=O.Cc1ccccc1	1.0	1.0	0	0.02
1	CC=c1c(=C2C(C(=O)O)=C(OCCC)c3ccccc32)oc2cc(OC)c(OCC(=O)Nc3ccc(Cl)cc3)cc12	Clc1ccccc1.O=CO	1.0	1.0	0	0.0
1	CCN(CCC1NC(=O)c2cc(c(F)c(-c3ccccc3C#N)n2)-c2nc(C(F)(F)F)oc2-c2cc1ncn2)C(C)=O	FC(F)F.c1cocn1	1.0	1.0	0	0.08
1	COc1ccc(C(NC(=O)c2cccnc2-c2ccc(Cl)cc2)C(=O)NCC2CCCO2)cc1	C=CC.Clc1ccccc1	1.0	0.0	0	0.03
1	CC(C)c1c(O)nc(O)nc1NC(=O)c1ccccc1	C=O.Oc1ccnc(O)n1.c1ccccc1	1.0	1.0	0	0.04
1	O=C(NCCN1CCOCC1)C1=C(Nc2ccc([N+](=O)[O-])cc2)NC(c2ccc(Cl)cc2)=NNC1=O	C1COCCN1.Clc1ccccc1	1.0	1.0	0	0.11
1	Cc1ccc(-c2ccc3[nH]ncc3c2)cc1NC(=O)c1ccsc1-c1ccc(O)nc1	c1ccc2[nH]ncc2c1	1.0	1.0	0	0.11
1	O=C(COc1ccc2ccccc2c1)Nc1cccc([N+](=O)[O-])c1	CC=O.c1ccc2ccccc2c1	1.0	1.0	0	0.07
1	COc1cc2ncnc(N3CCNCC3)c2cc1OC	C1CNCCN1.CO.c1ccc2ncncc2c1	1.0	1.0	0	0.16
1	COc1cc([N+](=O)[O-])ccc1-c1coc(-c2cc(N(C)C)cc(C(F)(F)F)c2)n1	FC(F)F.c1cocn1	1.0	1.0	0	0.09
1	Cc1nc(CCOc2ccc(C(CC(=O)O)NC(=O)c3c(Cl)cccc3Cl)cc2)c2ccccc2n1	CCC(=O)O.Cc1ncc2ccccc2n1	1.0	1.0	0	0.04
1	CCN(c1ccccc1)S(=O)(=O)c1ccc(OCC(=O)N2CCCCC2)c(C)c1	C1CCNCC1.CC=O	1.0	1.0	0	0.0
1	CC(ON=C1c2ccccc2-c2ccccc21)N(C=O)CCCCCCO	C=O.ON=C1c2ccccc2-c2ccccc21	1.0	1.0	0	0.0
1	COC(=O)C1C(c2ccccc2)C(c2nc(Cc3cccnc3)cnc2N)C(O)CN1C	CN1CCCC(O)C1	1.0	1.0	0	0.04
1	COCc1c(-c2cc(C(=O)CS(=O)(=O)c3ccccc3)n(C)n2)c(C)nn1C	C=O.CS(=O)(=O)c1ccccc1	1.0	1.0	0	0.01
1	O=C1Nc2cccc(c2)C2COCCN2CCOCc2ccc1cn2	C1COCCN1.c1ccncc1	1.0	1.0	0	0.0
1	Cc1ccc(CNCc2ccccc2)c2cn[nH]c12	c1ccc2[nH]ncc2c1	1.0	1.0	0	0.03
1	COc1cccc(Cl)c1C(=O)N1CCN(Cc2sccc2C)CC1c1coc(Br)c1	Brc1ccco1.C1CNCCN1.Clc1ccccc1	1.0	1.0	0	0.02
1	COC1=CC=CC=C(NC(=O)c2ccc(CNC3=NN(C)CN=C(NC(C)=O)N=C4c5ccc(F)cc5N34)c(C)c2)C=C1	CO.NC=O	1.0	1.0	0	0.0
1	CC(=O)NC1c2cc(OCc3cccnc3)ccc2C(C(=O)O)C(CO)C1NC(=O)c1ccc2[nH]ncc2c1	c1ccc2[nH]ncc2c1	1.0	1.0	0	0.03
1	Cc1nn(C)c(C)c1-c1[nH]nc(-c2ccc(Cl)cc2)c1-c1ccncc1	C=CC.Clc1ccccc1	1.0	0.0	0	0.09
1	O=C(NC(Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1)OCCCOC(=O)c1ccc(-c2ccccc2)cc1	c1ccc2[nH]ccc2c1	1.0	1.0	0	0.07
1	CC(=Cc1ccc(C(N)=O)cc1Nc1ncc(Cl)c(-c2nn[nH]c2C)n1)Nc1ccc(C)cc1	Cc1ccccc1.Clc1cncnc1.NC=O	1.0	1.0	1	0.44
1	CCOC(=O)CN(C(=O)CCN1CCN(c2ccc(Br)o2)CC1)c1cccc(Cl)c1	Brc1ccco1.C1CNCCN1.Clc1ccccc1	1.0	1.0	0	0.1
1	CCc1nc2ccccc2c(C(F)(F)F)c1-c1nnc(-c2ccc(OCCCN3CCC(CO)CC3)c(OC)c2)o1	FC(F)F.c1ccc2ncccc2c1	1.0	1.0	0	0.01
1	CC=CC(=O)Nc1ccc2cc(-c3cc4c(-c5c(C)ccnc5C)[nH]nc4nc3O)ccc2c1	CC=O.c1ccc2ccccc2c1	1.0	1.0	0	0.18
1	COC1(C)C=CC(=C2C(=O)Nc3ccc(F)c(N4CCOCC4)c32)OC1	C1COCCN1.CC(C)O.O=C1Cc2cc(F)ccc2N1	1.0	1.0	0	0.0
1	Clc1ccccc1OCc1cccnc1	C=CC.Clc1ccccc1	1.0	0.0	0	0.03
1	Cc1cc(NC(=O)N2CCC(N3CCOCC3)CC2)n(-c2ccc(C#N)c(Oc3ccc4nc(C)sc4c3)c2)n1	C1COCCN1.N#Cc1ccccc1	1.0	1.0	0	0.04
1	Cc1ccccc1CN1C(=O)CN(c2ccccc2)c2ncnc(N3CCC(C(=O)NC4CCCC4)CC3)c21	C1CCCC1.CN1C(=O)CNc2ncncc21.c1ccccc1	1.0	1.0	0	0.02
1	COc1cc(-c2cnn(C(=O)Cc3ccc(F)o3)c2O)c(O)cc1O	Fc1ccco1	1.0	1.0	0	0.05
1	CNC(=O)c1cc(-c2[nH]nc3ccc(-c4cccc(NC(=O)C(C)(C)N)c4)c(Cl)c23)ccc1N	c1ccc2n[nH]cc2c1	1.0	1.0	0	0.15
1	COc1ccccc1NC(=O)CN1C(=O)C(=CN)Cc2nccc(OC)c21	O=CCN1C(=O)CCc2ncccc21	1.0	1.0	0	0.06
1	Cc1cc(F)cc(OCc2ccn[nH]2)c1-c1cc(C(=O)NCCc2ccccn2)c[nH]1	c1cc[nH]c1.c1cn[nH]c1	1.0	1.0	0	0.07
1	c1nc(Nc2ccc(OCCCCN3CCOCC3)cc2)c2cc(C3CC3)ccc2n1	C1CC1.C1COCCN1.c1ccc2ncncc2c1	1.0	1.0	1	0.21
1	N#Cc1c(NC(=O)c2ccc(F)c3cccc(C=O)c23)sc2c1CCCC2	C=O.Fc1cccc2ccccc12.N#Cc1csc2c1CCCC2	1.0	1.0	1	0.67
1	Nc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)nc3c(Cl)cccc23)cn1	C1COCCN1.Clc1cccc2cncnc12	1.0	1.0	1	0.38
1	O=C(NCCN1CCN(c2cccc(Cl)c2)CC1)c1cc[nH]c1	Clc1ccccc1.c1cc[nH]c1	1.0	1.0	0	0.0
1	COc1ccc(-c2nnc(SCCNC(=O)c3ccccc3Cl)c(Oc3ccccc3)n2)cc1	C=O.CO.Clc1ccccc1	1.0	1.0	0	0.03
1	Cn1c(CN2CCOCC2c2ccccn2)nc2ccccc2c1=O	C1COCCN1.c1ccncc1	1.0	1.0	0	0.0
1	CN=CC=C(Cl)CNC=CC=CC(=O)Nc1cc(Oc2ccccc2)ccc1-c1ccc(F)cc1F	C=O.Fc1cccc(F)c1	1.0	1.0	0	0.07
1	Cn1ccc2cc(C(=O)Nc3ncc(COc4cccc5ccncc45)s3)ccc21	c1ccc2cnccc2c1.c1cscn1	1.0	1.0	0	0.13
1	CN(C(=O)C(Sc1nc[nH]n1)c1cccc(NC(=O)c2cccnc2)c1)c1nc(-c2ccc(Cl)cc2)n[nH]1	CC=O.c1nc[nH]n1	1.0	1.0	0	0.05
1	CCc1cc(OC)c(CC(=O)C2CCCN(S(=O)(=O)c3ccn(C)c3)C2)cc1N	C=O.Cc1ccccc1	1.0	1.0	0	0.05
1	COC(=O)Cc1c[n+]2nc(Nc3ccc(C)c(N)c3)c(C#N)cc2cc1OC	C=O.Cc1ccccc1	1.0	1.0	0	0.0
