Epoch	SMILES	Frags	Valid	Accurate	Desired	DiverseHitsScorer
1	CSc1ccc(N(C)Cc2ccccc2)c(C(N)=O)n1	NC=O.c1ccncc1	1.0	1.0	0	0.02
1	O=C(NCC1CCOC(c2ccccc2)C1)C1=CC=CN2CCn3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)c3CC2=N1	C1CCOCC1	1.0	1.0	0	0.0
1	NC(=O)c1cccc(-c2ccc(Br)cc2)n1	NC=O.c1ccncc1	1.0	1.0	0	0.0
1	CCN(Cc1ccc(Cl)cc1)C(=O)c1ccc(Nc2cccnc2)nc1N	C=O.Clc1ccccc1	1.0	1.0	0	0.13
1	NCCCc1nc2ccc(C(=O)NCc3ccco3)cc2n1Cc1cccc(Cl)c1	C=O.Clc1ccccc1	1.0	1.0	0	0.01
1	COc1cccc(NC(=O)NCc2[nH]nc3ccc(-c4ccnc(Cn5ccnc5)c4)cc23)c1	CO.c1ccncc1	1.0	1.0	0	0.14
1	Cn1ccc(-c2nc(-c3ccc(NC(=O)NCC(F)(F)F)cc3)ncc2C(F)(F)F)n1	Cn1cccn1.c1cncnc1	1.0	1.0	0	0.16
1	NC(=O)c1ccc(OC2CN3CCC2CC3)cn1	NC=O.c1ccncc1	1.0	1.0	0	0.03
1	CC(=O)N1CCC(Cc2ccc(C3=CCCCC3)c(Nc3nc4c(c(C(F)(F)F)n3)CCN(S(C)(=O)=O)CC4)c2)CC1	C1=C(c2ccccc2)CCCC1.C1CCNCC1	1.0	1.0	0	0.09
1	C#CC(NC(=O)c1ccc(Br)o1)C(=O)Nc1sc(C)c(C)c1C(=O)OCC	Brc1ccco1.C#CC	1.0	1.0	0	0.0
1	CC(=O)Nc1cccc(N2CCN(c3cc(Oc4cc(NC(=O)Nc5ccc(Cl)cc5)ccc4C)ccn3)CC2)c1	CC=O.c1ccncc1	1.0	1.0	0	0.04
1	COc1cc(C2Cc3cc(ccc3O)-c3n[nH]cc3C2=O)ccc1Cl	Clc1ccccc1.Oc1ccccc1	1.0	1.0	0	0.06
1	Cc1nc(-c2cc(NC(C)C)cs2)c2c(C)nn(-c3c(C)c(NC(=O)Cc4ccccc4)nn3C)c2n1	CC=O.CCC.c1ccsc1	1.0	1.0	0	0.13
1	COc1cc(C(=O)Nc2sc3c(c2C#N)CCC(c2ncnn2-c2ccncc2)N3Cl)cc(OC)c1OC	N#Cc1csc2c1CCCN2	1.0	1.0	0	0.09
